-1.792696768193757118e+00,1.000000000000000000e+00
-2.272451673680135009e+00,1.000000000000000000e+00
-3.275659521003156271e+00,1.000000000000000000e+00
-3.210840794864398884e+00,1.000000000000000000e+00
-1.562084289007718896e+00,1.000000000000000000e+00
-3.990062702857885668e+00,1.000000000000000000e+00
-4.210728354771653414e+00,1.000000000000000000e+00
-3.302987479706819496e+00,1.000000000000000000e+00
-2.088837094525332727e+00,1.000000000000000000e+00
-4.124955674062992905e+00,1.000000000000000000e+00
-4.506253448899473213e+00,1.000000000000000000e+00
-1.940740211493926060e+00,1.000000000000000000e+00
-2.627345802458166624e+00,1.000000000000000000e+00
-1.493016430304212161e+00,1.000000000000000000e+00
-3.119506419058619251e+00,1.000000000000000000e+00
-4.054617194104646494e+00,1.000000000000000000e+00
-1.652598255281521267e+00,1.000000000000000000e+00
-2.715456842760400669e+00,1.000000000000000000e+00
-1.872706677641485351e+00,1.000000000000000000e+00
-2.024008870759125056e+00,1.000000000000000000e+00
-3.961331020219764465e+00,1.000000000000000000e+00
-3.555024143675606041e+00,1.000000000000000000e+00
-4.103027994717084681e+00,1.000000000000000000e+00
-3.642996745668525271e+00,1.000000000000000000e+00
-2.427778264339731873e+00,1.000000000000000000e+00
-3.409893608299067402e+00,1.000000000000000000e+00
-2.948694664393513687e+00,1.000000000000000000e+00
-2.525611284640800314e+00,1.000000000000000000e+00
-3.827153676326662257e+00,1.000000000000000000e+00
-1.323460750608108194e+00,1.000000000000000000e+00
-3.030843650498978636e+00,1.000000000000000000e+00
-3.858553988877651886e+00,1.000000000000000000e+00
-3.444236658776937965e+00,1.000000000000000000e+00
-3.397226440595656705e+00,1.000000000000000000e+00
2.034377659613495481e-02,1.000000000000000000e+00
-1.182670048081728487e+00,1.000000000000000000e+00
-2.560455215474943369e+00,1.000000000000000000e+00
-4.543775168123691977e+00,1.000000000000000000e+00
-2.560327765151212631e+00,1.000000000000000000e+00
-2.050710933286368665e+00,1.000000000000000000e+00
-1.738322287782398945e-01,2.000000000000000000e+00
-2.582032186568728349e+00,2.000000000000000000e+00
-6.189313994354361803e-01,2.000000000000000000e+00
-1.963728190646087501e+00,2.000000000000000000e+00
-1.486519313481705851e+00,2.000000000000000000e+00
-1.879174176078136860e+00,2.000000000000000000e+00
-1.949820766434717800e+00,2.000000000000000000e+00
-1.375934518475724566e+00,2.000000000000000000e+00
-1.377621464421523889e+00,2.000000000000000000e+00
-1.083298113532458196e+00,2.000000000000000000e+00
2.995913141107455768e-01,2.000000000000000000e+00
-4.098607289734976789e-01,2.000000000000000000e+00
-5.219536189692057793e-01,2.000000000000000000e+00
-1.334638483549657195e-01,2.000000000000000000e+00
-2.382288961127067228e+00,2.000000000000000000e+00
-1.238162753232722624e+00,2.000000000000000000e+00
-1.956992336565248181e+00,2.000000000000000000e+00
-1.776805683547019843e+00,2.000000000000000000e+00
-1.137782727310010289e+00,2.000000000000000000e+00
-9.066274897112414077e-01,2.000000000000000000e+00
-2.382837042989135234e+00,2.000000000000000000e+00
-2.064499498263279609e+00,2.000000000000000000e+00
3.294067502285820126e-01,2.000000000000000000e+00
-1.089654159078644158e+00,2.000000000000000000e+00
-2.779141032152629087e+00,2.000000000000000000e+00
-4.663019442296817418e-01,2.000000000000000000e+00
-1.448640256531261050e+00,2.000000000000000000e+00
-1.387031891718481624e+00,2.000000000000000000e+00
4.035438929943655495e-01,2.000000000000000000e+00
8.718306445938013294e-01,2.000000000000000000e+00
3.298446529569132757e+00,3.000000000000000000e+00
2.375948840356230107e+00,3.000000000000000000e+00
3.987518758200729430e+00,3.000000000000000000e+00
1.349646112317542279e+00,3.000000000000000000e+00
3.968202740313711452e+00,3.000000000000000000e+00
5.238553067750203240e+00,3.000000000000000000e+00
3.646298449884758597e+00,3.000000000000000000e+00
1.080441243546529595e+00,3.000000000000000000e+00
2.973345362309062878e+00,3.000000000000000000e+00
4.152946884283945650e+00,3.000000000000000000e+00
3.263293731262661979e-02,3.000000000000000000e+00
3.114470563025924843e+00,3.000000000000000000e+00
4.287056833859089977e+00,3.000000000000000000e+00
4.915452383649281387e+00,3.000000000000000000e+00
4.508714713819650832e+00,3.000000000000000000e+00
2.272743122278058969e+00,3.000000000000000000e+00
5.208868213103643896e+00,3.000000000000000000e+00
2.455152844077603813e+00,3.000000000000000000e+00
1.829746683485425907e+00,3.000000000000000000e+00
1.101141555253700943e+00,3.000000000000000000e+00
2.069013950324418705e+00,3.000000000000000000e+00
2.437879516805693036e+00,3.000000000000000000e+00
2.527622964637685765e+00,3.000000000000000000e+00
4.247710925228123102e+00,3.000000000000000000e+00
1.304384952950623289e+00,3.000000000000000000e+00
3.727918138510900370e+00,3.000000000000000000e+00
3.726851868047195371e+00,3.000000000000000000e+00
2.956724812370064015e+00,3.000000000000000000e+00
1.832325314238590686e+00,3.000000000000000000e+00
3.973618340388584524e+00,3.000000000000000000e+00
2.970537144274445041e+00,3.000000000000000000e+00
4.744391570345574571e+00,3.000000000000000000e+00
4.820994225061093985e+00,3.000000000000000000e+00
2.064475384674014258e+00,3.000000000000000000e+00
7.026896610767434659e-01,3.000000000000000000e+00
4.250293904556794899e+00,3.000000000000000000e+00
3.062481130594953527e+00,3.000000000000000000e+00
3.068923886568220460e+00,3.000000000000000000e+00
4.286064261184538537e+00,3.000000000000000000e+00
2.815900735108733066e+00,3.000000000000000000e+00
5.489867450387254877e+00,3.000000000000000000e+00
3.518296537072211017e+00,3.000000000000000000e+00
2.924091313097517020e+00,3.000000000000000000e+00
2.508684149138474595e+00,3.000000000000000000e+00
4.619278340189278076e+00,3.000000000000000000e+00
6.029925300567118285e+00,3.000000000000000000e+00
1.738294029129140883e+00,3.000000000000000000e+00
2.912143082265271410e+00,3.000000000000000000e+00
3.539772263522894313e+00,3.000000000000000000e+00
4.305187197813113542e+00,3.000000000000000000e+00
